item_id,release_date,item_desc,item_name,availability
3126,2002,,Misfortune,1
3127,1985,,The Hunt for Red October,1
3128,1994,,McNally's Secret (Archy McNally Novels (Paperback)),1
3129,1984,,Twice Loved,1
3130,1992,,Still Waters,1
3131,1994,,Track of the Cat (Anna Pigeon Mysteries (Paperback)),1
3132,2002,,Blood Lure,1
3133,1990,,The Cheshire Cat's Eye,1
3134,2000,,The Falcon at the Portal: An Amelia Peabody Mystery,1
3135,2001,,Le Mariage,1
3136,2002,,Spilling Clarence: A Novel,1
3137,1995,,The Magic School Bus Hops Home: A Book About Animal Habitats,1
3138,1993,,"Knight At Dawn (Magic Tree House 2, paper)",1
3139,2003,,Loving Ways (Love Inspired),1
3140,2002,,The Bride's Rescuer,1
3141,1989,,Star Trek V: The Final Frontier,1
3142,1988,,The Terminal Man,1
3143,1982,,Restaurant at the End of the Universe,1
3144,1985,,So Long and Thanks for all the Fish,1
3145,1990,,Metamorphosis (Star Trek: The Next Generation),1
3146,1990,,"GULLIVERS FUGITIVES STAR TREK NEXT GENERATION #11 (Star Trek : the Next Generation, No 11)",1
3147,1995,,Dreams Underfoot,1
3148,1991,,Delta Of Venus,1
3149,1994,,The X-Files: Goblins,1
3150,1992,,Beast,1
3151,1993,,Geek Love,1
3152,2002,,Sin Killer,1
3153,1996,,Und Nietzsche Weinte,1
3154,1994,,"Horror de Dunwich, El",1
3155,2001,,El ocho,1
3156,2001,,Memorias de una geisha,1
3157,1998,,El Antropologo Inocente,1
3158,2001,,"Soldados De Salamina (Coleccion Andanzas, 433)",1
3159,1987,,The Master and Margarita,1
3160,2000,,Hard Time (V.I. Warshawski Novels (Paperback)),1
3161,2003,,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),1
3162,2003,,Fear of Flying,1
3163,2003,,Big Stone Gap,1
3164,1995,,White Shark,1
3165,1981,,Even Cowgirls Get the Blues,1
3166,1995,,Sun Also Rises,1
3167,1993,,The Christmas Box (Christmas Box Trilogy),1
3168,1983,,Medicine Woman,1
3169,2002,,Confessions of a Dangerous Mind : An Unauthorized Autobiography,1
3170,1990,,Milagro Beanfield War,1
3171,2002,,The No. 1 Ladies' Detective Agency,1
3172,1998,,Something More: Excavating Your Authentic Self,1
3173,2003,,Reversible Errors,1
3174,2001,,The Last Time They Met : A Novel,1
3175,1997,,The Law of Love,1
3176,2002,,Angels,1
3177,1994,,Prime Witness,1
3178,2002,,The Hitch Hiker's Guide to the Galaxy (The Hitch Hiker's Guide to the Galaxy),1
3179,1998,,Servant of the Bones,1
3180,1997,,Debt of Honor (Jack Ryan Novels),1
3181,1996,,Suspicion of Guilt,1
3182,2001,,"Cowboy For Clementine (Home On The Ranch) (Harlequin Superromance, No. 1029)",1
3183,2001,,"Charlotte Moore (Girlfriends) (Harlequin Superromance, No. 1026)",1
3184,1999,,"Dream Baby (By The Year 2000: Baby) (Harlequin Superromance, No. 870)",1
3185,1999,,"His Brother'S Bride (Men Of Glory) (Harlequin Superromance, No. 872)",1
3186,2000,,On Writing,1
3187,1999,,Body for Life: 12 Weeks to Mental and Physical Strength,1
3188,1992,,The Doomsday Conspiracy,1
3189,2001,,"Zoey Phillips (Girlfriends) (Harlequin Superromance, No. 1020)",1
3190,2001,,Midnight Clear (3 Novels in 1),1
3191,2001,,"We Saw Mommy Kissing Santa Claus (Harlequin Superromance, No. 1021)",1
3192,1995,,Nerilka's Story (Dragonriders of Pern (Paperback)),1
3193,1986,,Dark Angel,1
3194,1990,,The Smoke Ring,1
3195,2002,,The Darwin Awards: Evolution in Action,1
3196,1997,,Gulliver's Travels (Wordsworth Classics),1
3197,1996,,Taltos: Lives of the Mayfair Witches,1
3198,1989,,HEAVEN (Casteel Saga (Paperback)),1
3199,1993,,The Season of Passage,1
3200,1999,,Disgrace,1
3201,1996,,N or M?,1
3202,1997,,Riding Shotgun,1
3203,2003,,The Lobster Chronicles : Life On a Very Small Island,1
3204,1990,,Listening Woman (Joe Leaphorn Novels),1
3205,2002,,The Night of Four Hundred Rabbits,1
3206,1999,,Crazy in Alabama,1
3207,1996,,The Witches of Eastwick,1
3208,1994,,One True Thing,1
3209,2001,,The Florabama Ladies Auxiliary and Sewing Circle,1
3210,2002,,The Cross-Country Quilters,1
3211,1990,,The Dark Wind (Jim Chee Novels),1
3212,2000,,Excavation,1
3213,2000,,Take the Cannoli : Stories From the New World,1
3214,1993,,Maybe the Moon : A Novel,1
3215,1996,,Devil Earl (Harlequin Historical),1
3216,1998,,Secrecy,1
3217,1993,,Tangled Vines,1
3218,1993,,Treasures,1
3219,1998,,Das Hotel New Hampshire,1
3220,1998,,Vendetta. Commissario Brunettis vierter Fall.,1
3221,,,Acqua Alta,1
3222,1991,,The University of Chicago Spanish - English English - Spanish Dictionary,1
3223,1990,,"Phule's Company (Phule's Company, No 1)",1
3224,2002,,Without Reservations : The Travels of an Independent Woman,1
3225,2002,,The Infinite (Leisure Horror),1
3226,1998,,"Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2)",1
3227,1986,,Skeleton Crew,1
3228,1999,,Breakfast of Champions,1
3229,1999,,"Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)",1
3230,1997,,Wuthering Heights (Wordsworth Classics),1
3231,1993,,"He, She and It",1
3232,1997,,A Canticle for Leibowitz (Bantam Spectra Book),1
3233,1997,,Pride &amp; Prejudice (Wordsworth Classics),1
3234,1997,,Dr. Jekyll &amp; Mr. Hyde (Wordsworth Classics),1
3235,1993,,Red Mars (Mars Trilogy),1
3236,1999,,"Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)",1
3237,2001,,Magic Terror: Seven Tales,1
3238,1998,,Seize the Night,1
3239,1998,,The TITANIC DISASTER HEARINGS,1
3240,1997,,The Moonstone (Wordsworth Classics),1
3241,1999,,"The Xander Years, Volume 1",1
3242,1993,,Shattered,1
3243,1989,,The Story of a Shipwrecked Sailor,1
3244,1998,,The Rules of Attraction,1
3245,2003,,The Other Twin,1
3246,1998,,BAG OF BONES : A NOVEL,1
3247,1996,,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),1
3248,2001,,Sarah's Window,1
3249,2002,,Orange Crush,1
3250,2004,,3rd Degree,1
3251,2004,,Ten Big Ones: A Stephanie Plum Novel,1
3252,2004,,"The Game (King, Laurie R)",1
3253,2003,,Q Is for Quarry,1
3254,1999,,The Moor (Mary Russell Novels (Paperback)),1
3255,2000,,The Lust Lizard of Melancholy Cove,1
3256,2001,,The Cat Who Smelled a Rat,1
3257,1997,,Gibbon's Decline and Fall,1
3258,1998,,Night of Many Dreams : A Novel,1
3259,1999,,House of Sand and Fog,1
3260,2003,,The War of the Flowers,1
3261,1987,,The Fall of Atlantis,1
3262,2002,,Clay's Quilt: A Novel (Ballantine Reader's Circle),1
3263,2001,,Back When We Were Grownups: A Novel,1
3264,2003,,Paige by Paige: A Year of Trading Spaces,1
3265,2002,,About a Boy,1
3266,1994,,Gone But Not Forgotten,1
3267,1999,,Patty Jane's House of Curl,1
3268,2003,,Angry Housewives Eating Bon Bons,1
3269,1987,,"The Secret Diary of Adrian Mole, Aged 13 3/4",1
3270,2003,,The Teeth of the Tiger,1
3271,2001,,Cause Celeb,1
3272,2002,,Knock Me Off My Feet,1
3273,2003,,The Second Summer of the Sisterhood,1
3274,1995,,A Confederacy of Dunces,1
3275,2003,,The Pursuit of Alice Thrift,1
3276,1994,,The Last Unicorn,1
3277,1994,,River God,1
3278,1986,,Sherlock Holmes: The Complete Novels and Stories (Sherlock Holmes),1
3279,1986,,Sherlock Holmes : The Complete Novels and Stories (Bantam Classic) Volume I,1
3280,1997,,"Infinity's Shore (The Uplift Saga, Book 5)",1
3281,2003,,Full Tilt (Janet Evanovich's Full Series),1
3282,2002,,Cold Paradise (Stone Barrington Novels (Paperback)),1
3283,1999,,Someday My Prince,1
3284,1999,,An Isolated Incident,1
3285,1995,,Guardian,1
3286,1990,,Creature,1
3287,1999,,The Runaway Princess,1
3288,1994,,The Children of Men,1
3289,1996,,The Mosquito Coast,1
3290,1991,,The Bride,1
3291,1997,,WATER WITCHES,1
3292,1999,,The Magic Circle,1
3293,2003,,In This Mountain (Mitford Years (Paperback)),1
3294,1997,,BEACHCOMBING FOR A SHIPWRECKED GOD,1
3295,,,Coma,1
3296,1997,,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",1
3297,1986,,This Present Darkness,1
3298,2003,,Mysterious,1
3299,1996,,Bloodsucking Fiends: A Love Story,1
3300,1999,,The Book of Laughter and Forgetting,1
3301,2000,,The Tie That Binds,1
3302,2002,,Three Junes,1
3303,2000,,The Redemption of Sarah Cain,1
3304,1999,,A Patchwork Planet (Ballantine Reader's Circle),1
3305,2000,,An Equal Music,1
3306,2001,,Open House (Oprah's Book Club (Paperback)),1
3307,2002,,Carter Beats the Devil,1
3308,1998,,The Gashlycrumb Tinies,1
3309,2002,,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),1
3310,2000,,The Ladies Auxiliary (Ballantine Reader's Circle),1
3311,2002,,Lost in Your Arms (Avon Romance),1
3312,1996,,The Glass Lake,1
3313,2003,,No Second  Chance,1
3314,2000,,The Devil's Teardrop,1
3315,2000,,Confessions of a Cineplex Heckler : Celluloid Tirades and Escapades,1
3316,1995,,A Woman Without Lies,1
3317,1996,,The Horse Whisperer,1
3318,1997,,Where the Heart Is,1
3319,1998,,Fiddler Fair,1
3320,1983,,Motherhood: The Second Oldest Profession,1
3321,1997,,The Keys to the Street: A Novel of Suspense,1
3322,1990,,Dubliners,1
3323,2001,,I Am the Only Running Footman,1
3324,1999,,A Breach of Promise (William Monk Novels (Paperback)),1
3325,2002,,Hotel World,1
3326,1996,,Servant of the Bones,1
3327,1990,,The Witching Hour (Lives of the Mayfair Witches),1
3328,1983,,"Holy Blood, Holy Grail",1
3329,1998,,Awakening the Buddha Within : Tibetan Wisdom for the Western World,1
3330,1999,,"River, Cross My Heart",1
3331,2000,,Among the Missing,1
3332,2000,,Girl in Hyacinth Blue,1
3333,1989,,White Fang,1
3334,1991,,The Left Hand of Darkness (Remembering Tomorrow),1
3335,2000,,If the Gods Had Meant Us to Vote They Would Have Given Us Candidates,1
3336,1994,,The King's Buccaneer,1
3337,2000,,Soft Focus,1
3338,1990,,The GOLDEN CHANCE,1
3339,1999,,Captive Bride,1
3340,2002,,Never After,1
3341,2000,,The Wild Child,1
3342,1995,,Catering to Nobody,1
3343,1997,,"Honor Among Enemies (Honor Harrington Series, Book 6)",1
3344,2001,,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),1
3345,2001,,Dawn in Eclipse Bay,1
3346,2001,,Suddenly You,1
3347,1996,,Killer Pancake,1
3348,1993,,On Basilisk Station (Honor Harrington 1) (On Basilisk Station),1
3349,2002,,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),1
3350,2003,,The Pursuit (Avon Historical Romance),1
3351,2002,,Pale Horse Coming,1
3352,2004,,Changing Habits (Mira),1
3353,2004,,Bright Eyes (Coulter Family Series),1
3354,1997,,The WEDDING,1
3355,2001,,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",1
3356,1999,,Four Corners of Night,1
3357,1993,,Inferno (Mentor),1
3358,1997,,Wobegon Boy,1
3359,1977,,Close encounters of the third kind,1
3360,1998,,The X-Files: Fight the Future,1
3361,2003,,The Betrayal,1
3362,2000,,The Edge,1
3363,2002,,True Blue,1
3364,2001,,Sea Swept (Quinn Brothers (Paperback)),1
3365,1993,,Illusion,1
3366,1996,,Wuthering Heights (Dover Thrift Editions),1
3367,1994,,A Simple Plan,1
3368,2000,,"Frankenstein: Or, the Modern Prometheus (Signet Classics (Paperback))",1
3369,1990,,Simpson's Christmas Book,1
3370,1999,,Fearless #1,1
3371,1995,,The Bird Artist,1
3372,2000,,The Island of Lost Maps: A True Story of Cartographic Crime,1
3373,1995,,November of the Heart,1
3374,2001,,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),1
3375,2001,,Seven Up (A Stephanie Plum Novel),1
3376,2001,,On the Street Where You Live : A Novel,1
3377,1999,,All I Desire,1
3378,2004,,Chesapeake Blue,1
3379,1998,,Dreaming of the Bones,1
3380,1997,,Firestorm (Anna Pigeon Mysteries (Paperback)),1
3381,1999,,Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback)),1
3382,1998,,YOU BELONG TO ME,1
3383,2000,,"Life Strategies: Doing What Works, Doing What Matters",1
3384,1996,,"Tap, Tap",1
3385,1998,,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,1
3386,2003,,Long Lost,1
3387,1995,,The HIDDEN LIFE OF DOGS,1
3388,1982,,Different Seasons,1
3389,1981,,Cujo,1
3390,1995,,The Oath: A Novel,1
3391,2001,,Hearts in Atlantis,1
3392,2003,,Gone for Good,1
3393,1991,,Unlimited Power,1
3394,1993,,Without Remorse,1
3395,1993,,It Was on Fire When I Lay Down on It,1
3396,1994,,FIRST THINGS FIRST,1
3397,1998,,Obstruction of Justice,1
3398,1997,,Total Control,1
3399,1998,,Deep Lie,1
3400,2003,,Suspicion of Vengeance,1
3401,1997,,Invasion of Privacy,1
3402,1981,,Jacob Have I Loved,1
3403,1986,,"Time of the Twins Legends 1 (Dragonlance Legends Trilogy, Vol 1)",1
3404,1999,,Family Way,1
3405,2001,,Stalker: A Peter Decker and Rina Lazarus Novel,1
3406,2002,,Dust to Dust,1
3407,2002,,Grave Secrets (Temperance Brennan Novel (Hardcover)),1
3408,2000,,The Broken Hearts Club (Conrad Voort Novels (Paperback)),1
3409,1996,,Exit to Eden,1
3410,2002,,Killing the Shadows (St. Martin's Minotaur Mysteries),1
3411,1992,,Night over Water,1
3412,1999,,Body of Evidence,1
3413,1993,,Over the Edge,1
3414,2001,,Bridget Jones's Diary,1
3415,1997,,Anything Considered,1
3416,2003,,Shades of Earl Grey (A Tea Shop Mystery),1
3417,1996,,The Takeover,1
3418,1996,,The Main Corpse,1
3419,1992,,To Engineer Is Human: The Role of Failure in Successful Design,1
3420,2003,,"Engaged to Die : A Death on Demand Mystery (Hart, Carolyn G)",1
3421,2002,,Sticks &amp; Scones,1
3422,2001,,Good Harbor: A Novel,1
3423,1993,,Gone with the Wind,1
3424,1993,,Agatha Raisin and the Quiche of Death (Agatha Raisin Mysteries (Paperback)),1
3425,1985,,The Awakening,1
3426,1999,,The Alibi,1
3427,2000,,Standoff,1
3428,2002,,Widow's Walk (Spenser Mysteries (Hardcover)),1
3429,2001,,Life on the Other Side: A Psychic's Tour of the Afterlife,1
3430,1990,,The Color Purple,1
3431,2003,,The Killing Kind,1
3432,1997,,The Red Badge of Courage,1
3433,2000,,The Light Fantastic (Discworld Novels (Paperback)),1
3434,2004,,Cujo,1
3435,1997,,Feet of Clay (Discworld Novels (Paperback)),1
3436,1995,,Twilight Eyes,1
3437,2001,,Spin Cycle,1
3438,2003,,"Truly, Madly Manhattan",1
3439,1992,,Comme un roman,1
3440,2001,,The Third Option,1
3441,1994,,Tigana,1
3442,1996,,The Lions of Al-Rassan,1
3443,1994,,A Song for Arbonne,1
3444,1994,,"The Summer Tree (The Fionavar Tapestry, Book 1)",1
3445,1998,,The Man Who Listens to Horses,1
3446,1995,,Until Forever,1
3447,1993,,Keeper of the Heart,1
3448,1989,,Wild Mountain Thyme,1
3449,2001,,Lost and Found,1
3450,2003,,Light in Shadow,1
3451,1997,,Well Pleasured Lady,1
3452,2003,,Forever and Always,1
3453,1994,,Love a Dark Rider,1
3454,1995,,Angel,1
3455,1995,,The Empty House,1
3456,2002,,On a Wild Night (Cynster Novels),1
3457,2002,,The Widow's Kiss,1
3458,2002,,The Devil's Bargain,1
3459,2003,,Don't Look Back,1
3460,2004,,The Bride Hunt,1
3461,1999,,The Target,1
3462,2000,,Out of the Shadows (Shadows Trilogy (Paperback)),1
3463,1999,,Eye of the Beholder,1
3464,1998,,Survival of the Fittest: An Alex Delaware Novel,1
3465,1999,,Southern Cross,1
3466,2003,,The Twilight Before Christmas,1
3467,2004,,The Bachelor List,1
3468,1999,,Illusions : A Novel,1
3469,1998,,Digger,1
3470,1992,,See Jane Run,1
3471,1989,,The Cat Who Came for Christmas,1
3472,1996,,Stitches in Time,1
3473,1995,,"Welcome to Camp Nightmare (Goosebumps, No 9)",1
3474,1989,,Prelude to Foundation (Foundation Novels (Paperback)),1
3475,1983,,Foundation's Edge (Foundation Novels (Paperback)),1
3476,2002,,Everything's Eventual : 14 Dark Tales,1
3477,1990,,Defcon One,1
3478,1991,,Mythology,1
3479,1993,,Of Mice and Men (Penguin Great Books of the 20th Century),1
3480,1996,,Sense and sensibility,1
3481,1995,,Pride and Prejudice (Puffin Classics),1
3482,1997,,The Deep End of the Ocean,1
3483,1995,,Dolores Claiborne,1
3484,1988,,A Stranger in the Mirror,1
3485,1999,,House On Olive Street,1
3486,1986,,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),1
3487,1987,,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),1
3488,1994,,Taltos: Lives of the Mayfair Witches,1
3489,1998,,What Dreams May Come : A Novel,1
3490,1998,,Dirty Jokes and Beer : Stories of the Unrefined,1
3491,2001,,Gerald's Game,1
3492,1994,,FORREST GUMP (Movie Tie in),1
3493,2004,,Rose Madder,1
3494,1999,,When the Wind Blows,1
3495,2002,,Bird's-Eye View,1
3496,1987,,James Herriots Dog Stories,1
3497,1988,,Hamlet (Bantam Classics),1
3498,1988,,Eaters of the Dead,1
3499,1999,,Small leather journal with strap-myra series,1
3500,1999,,Neither Here nor There: Travels in Europe,1
3501,1985,,"Pride and Prejudice (The Penguin English Library, El 72)",1
3502,2000,,Blue Moon Rising (Hawk &amp; Fisher),1
3503,1995,,Neuromancer (Remembering Tomorrow),1
3504,2001,,Voice of the Blood,1
3505,2002,,Girls' Poker Night,1
3506,1995,,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),1
3507,1990,,Wolf's Hour,1
3508,1999,,Does My Bum Look Big in This?,1
3509,1981,,All Quiet West Frnt 1,1
3510,1999,,Be Cool,1
3511,1998,,Naked Came the Manatee,1
3512,1992,,The Crown of Columbus,1
3513,2002,,Last Chance Saloon,1
3514,,,Oceano Mare,1
3515,2000,,First Test (Protector of the Small),1
3516,1997,,In the Hand of the Goddess (Song of the Lioness (Paperback)),1
3517,2003,,Beautiful Bodies : A Novel,1
3518,1995,,Irish Gold (Nuala Anne McGrail Novels),1
3519,2002,,Slightly Single (Red Dress Ink (Paperback)),1
3520,1992,,Back Bay,1
3521,2000,,Home to You (Harlequin American Romance),1
3522,2000,,The Wedding is White (Silhouette Desire),1
3523,1995,,TENDER IS THE NIGHT,1
3524,1998,,Persuasion: With a Memoir of Jane Austen,1
3525,1994,,When the Bough Breaks (Alex Delaware Novels (Paperback)),1
3526,2004,,The Jester,1
3527,1994,,CORELLI'S MANDOLIN : A Novel,1
3528,1999,,A Man in Full,1
3529,1997,,Bunnicula: A Rabbit-Tale of Mystery,1
3530,1993,,The Littles (Littles),1
3531,1999,,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),1
3532,1994,,Two Old Women,1
3533,1997,,Vampires Don't Wear Polka Dots (Adventures of the Bailey School Kids (Paperback)),1
3534,1989,,Story of O,1
3535,1993,,Pygmalion : A Romance in Five Acts,1
3536,2002,,Seven Up (A Stephanie Plum Novel),1
3537,1998,,Charlie and the Chocolate Factory (Puffin Novels),1
3538,1992,,The Te of Piglet,1
3539,1995,,The Crucible: A Play in Four Acts (Twentieth-Century Classics),1
3540,1999,,"The Meeting Place (Song of Acadia, 1)",1
3541,1997,,Drums of Autumn,1
3542,1994,,Voyager,1
3543,1998,,Outlander,1
3544,2002,,Last Man Standing,1
3545,1997,,Don Quixote,1
3546,1997,,Housekeeping,1
3547,1995,,Tinker Tailor Soldier Spy,1
3548,2003,,Vernon God Little: A 21st Century Comedy in the Presence of Death,1
3549,1982,,PIONEER WOMEN,1
3550,2003,,"One True Love? (Harlequin Flipside, No. 2)",1
3551,2004,,Slightly Settled (Red Dress Ink),1
3552,2004,,Bet Me,1
3553,1995,,The Stone Diaries,1
3554,2004,,Winter Prey,1
3555,2000,,Gravity : A Novel of Medical Suspense,1
3556,2003,,Up &amp; Out (Red Dress Ink),1
3557,2001,,Salem Falls,1
3558,2002,,Picture Perfect,1
3559,1995,,Harvesting the Heart,1
3560,2004,,Just One Look,1
3561,2004,,Therapy,1
3562,2003,,She's Not There : A Life in Two Genders,1
3563,1999,,One False Move (Myron Bolitar Mysteries (Paperback)),1
3564,1995,,Fourth Grade Is a Jinx,1
3565,,,Twits,1
3566,,,Bxc Woodshed Mystery,1
3567,,,Mike's Mystery,1
3568,,,Bxc Blue Bay Mystery,1
3569,,,Lighthouse Mystery,1
3570,1992,,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",1
3571,1990,,Ramona and Her Mother (Ramona Quimby (Paperback)),1
3572,2001,,The Last Manly Man (Robin Hudson Mysteries (Paperback)),1
3573,1991,,London Fields (Vintage International),1
3574,1999,,Mr. White's Confession : A Novel,1
3575,2003,,A Friend of the Family,1
3576,2001,,Dr. Atkins' New Diet Revolution,1
3577,2002,,Geek Love,1
3578,1992,,Howards End,1
3579,2002,,"Fischer TaschenbÃƒ?Ã‚Â¼cher, Bd.26, SchÃƒ?Ã‚Â¶ne neue Welt",1
3580,2000,,About a Boy,1
3581,1998,,A Patchwork Planet,1
3582,1990,,Daddy,1
3583,1993,,Darkest Hour (Cutler),1
3584,1997,,Small Town Girl,1
3585,1994,,Wings,1
3586,2002,,Boy Still Missing : A Novel,1
3587,2004,,The Amateur Marriage: A Novel,1
3588,2000,,Open House,1
3589,2002,,What We Keep,1
3590,2003,,Killjoy,1
3591,2003,,The Last Girls (Ballantine Reader's Circle),1
3592,2001,,No Way Out,1
3593,2003,,Safe Harbor,1
3594,2003,,Don't Tell,1
3595,2003,,The Center of Everything,1
3596,1990,,Flowers In The Attic (Dollanganger),1
3597,2002,,Esperanza Rising,1
3598,1995,,Dangerous to Know,1
3599,1997,,Sullivan's Sting,1
